epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,8010.3,0.65419,0.57963,1.15667,0.85146,0.58735,0.6662,0.54313,0.86704,0.89748,1.39223,0.000218,0.000218,0.000218
182,8038.73,0.63135,0.55427,1.15063,0.88468,0.5753,0.66386,0.53439,0.87429,0.92361,1.39072,0.0002081,0.0002081,0.0002081
183,8066.25,0.66986,0.58619,1.16445,0.84143,0.59639,0.65522,0.53826,0.86808,0.92855,1.37703,0.0001982,0.0001982,0.0001982
184,8094.03,0.65992,0.58193,1.15703,0.87618,0.5755,0.6502,0.53486,0.86158,0.92414,1.37761,0.0001883,0.0001883,0.0001883
185,8121.73,0.63444,0.55471,1.14848,0.883,0.56829,0.65739,0.53586,0.87088,0.91588,1.39271,0.0001784,0.0001784,0.0001784
186,8149.88,0.66153,0.57076,1.15776,0.84119,0.59036,0.65033,0.53242,0.87202,0.93,1.39772,0.0001685,0.0001685,0.0001685
187,8176.58,0.6395,0.55803,1.14671,0.88206,0.59036,0.65969,0.53587,0.87591,0.9014,1.40467,0.0001586,0.0001586,0.0001586
188,8204.67,0.62753,0.54272,1.13528,0.8586,0.60241,0.65555,0.53017,0.886,0.92978,1.40767,0.0001487,0.0001487,0.0001487
189,8232.72,0.67332,0.59156,1.16511,0.86189,0.58735,0.6599,0.53861,0.88444,0.91042,1.40735,0.0001388,0.0001388,0.0001388
190,8260.66,0.62315,0.54095,1.13728,0.87393,0.57831,0.65766,0.54099,0.87906,0.91546,1.4128,0.0001289,0.0001289,0.0001289
191,8299.35,0.51948,0.49733,1.07041,0.85716,0.57839,0.64766,0.53033,0.90048,0.91693,1.42847,0.000119,0.000119,0.000119
192,8316.83,0.51109,0.46871,1.05711,0.82895,0.59036,0.64286,0.53377,0.88715,0.91926,1.40857,0.0001091,0.0001091,0.0001091
193,8334.54,0.52955,0.48425,1.08211,0.86862,0.5753,0.64906,0.53555,0.87314,0.89085,1.40755,9.92e-05,9.92e-05,9.92e-05
194,8352.29,0.51265,0.45913,1.06525,0.86972,0.57229,0.65123,0.53725,0.85867,0.88524,1.38308,8.93e-05,8.93e-05,8.93e-05
195,8369.98,0.50602,0.46781,1.07288,0.84561,0.5994,0.65307,0.53821,0.85929,0.88456,1.38298,7.94e-05,7.94e-05,7.94e-05
196,8387.78,0.50202,0.45695,1.0657,0.86619,0.59639,0.65231,0.54007,0.86555,0.89376,1.3879,6.95e-05,6.95e-05,6.95e-05
197,8405.42,0.49203,0.44607,1.04627,0.87112,0.59043,0.64945,0.53632,0.87209,0.89866,1.3967,5.96e-05,5.96e-05,5.96e-05
198,8422.93,0.4868,0.44958,1.05138,0.87894,0.59047,0.64722,0.53481,0.87259,0.90793,1.39123,4.97e-05,4.97e-05,4.97e-05
199,8440.62,0.49422,0.45901,1.05052,0.88352,0.594,0.65032,0.53472,0.86996,0.89347,1.38864,3.98e-05,3.98e-05,3.98e-05
200,8458.38,0.50151,0.45152,1.05935,0.87603,0.59594,0.6503,0.53696,0.8699,0.88558,1.39325,2.99e-05,2.99e-05,2.99e-05
